text_asli,removed_noise,removed_alay,removed_stopwords,label
"rancaekek - cibabat new normal macetos, karena dengerin lagu adalah koentji https://t.co/v2pkgmnsrv","rancaekek - cibabat macetos, karena dengerin lagu adalah koentji","rancaekek - cibabat macetos, karena mendengarkan lagu adalah koentji","rancaekek - cibabat macetos , mendengarkan lagu koentji",netral
"@almahzumi5 @pendekar58 pemda ketularan, menganggarkan puluhan milyar, tiba2 new normal... ambyar","pemda ketularan, menganggarkan puluhan milyar, tiba2 normal... ambyar","pemda ketularan, menganggarkan puluhan milyar, tiba-tiba normal... ambyar","pemda ketularan , menganggarkan puluhan milyar , ... ambyar",negatif
3 perubahan preferensi calon traveler terkait hotel menyambut era new normal https://t.co/gki9obkuzj,3 perubahan preferensi calon traveler terkait hotel menyambut era,3 perubahan preferensi calon traveler terkait hotel menyambut era,3 perubahan preferensi calon traveler terkait hotel menyambut era,positif
"dengan berakhirnya psbb surabaya raya, maka tiga daerah ini akan masuk masa transisi selama dua pekan sebelum penerapan konsep new normal

https://t.co/nf2r9bxrl3","dengan berakhirnya psbb surabaya raya, maka tiga daerah ini akan masuk masa transisi selama dua pekan sebelum penerapan konsep new","dengan berakhirnya psbb surabaya raya, maka tiga daerah ini akan masuk masa transisi selama dua pekan sebelum penerapan konsep new","psbb surabaya raya , daerah masuk transisi pekan penerapan konsep   ",positif
"siaran - pers
nomor : hms. /vi/djpl-2020

tingkatkan layanan kesehatan di era new normal, ksop kelas iii kotabaru-batulicin jalin kerjasama dengan rs. marina permata

kotabaru (8/6) – dalam rangka menanggulangi… https://t.co/kkjo0afqol","siaran - pers
nomor : hms. /vi/djpl-2020

tingkatkan layanan kesehatan di era normal, ksop kelas iii kotabaru-batulicin jalin kerjasama dengan rs. marina permata

kotabaru (8/6) – dalam rangka menanggulangi…","siaran - pers
nomor : hms. /vi/djpl-2020

tingkatkan layanan kesehatan di era normal, ksop kelas iii kotabaru-batulicin jalin kerjasama dengan rs. marina permata

kotabaru (8/6) – dalam rangka menanggulangi…","siaran - pers 
 nomor : hms . / vi / djpl - 2020 

 tingkatkan layanan kesehatan era , ksop kelas iii kotabaru - batulicin jalin kerjasama rs . marina permata 

 kotabaru ( 8 / 6 ) – rangka menanggulangi …",positif
"@traveloka barang yang wajib kalian bawa selama new normal:

1. masker
2. handsanitaizer
3. yg paling penting bawa hati
wkwk","barang yang wajib kalian bawa selama normal:

1. masker
2. handsanitaizer
3. yg paling penting bawa hati
wkwk","barang yang wajib kalian bawa selama normal:

1. masker
2. handsanitaizer
3. yang paling penting bawa hati
wkwk","barang wajib bawa : 

 1 . masker 
 2 . handsanitaizer 
 3 . bawa hati 
 wkwk",positif
"jelang era new normal, brimob gencar mendisiplinkan warga balikpapan terapkan protokol kesehatan https://t.co/hij4acnhwn","jelang era normal, brimob gencar mendisiplinkan warga balikpapan terapkan protokol kesehatan","jelang era normal, brimob gencar mendisiplinkan warga balikpapan terapkan protokol kesehatan","jelang era , brimob gencar mendisiplinkan warga balikpapan terapkan protokol    kesehatan",positif
"@kholismalik efektif efisien bang.
pilkada juga bagusnya e-campaign &amp; e-voting.

welcome to the new normal","efektif efisien bang.
pilkada juga bagusnya e-campaign &amp; e-voting.

welcome to the","efektif efisien bang.
pilkada juga bagusnya e-campaign &amp; e-voting.

welcome tapi the","efektif efisien bang . 
 pilkada bagusnya e - campaign & amp ; e-voting . 

 welcome the",positif
"gaeees mau numpang jualan. buat persiapan temen-temen new normal. satu set alat makan + sedotan cuma 75k aja. ready warna item, pink, ijo, biru. biar jajan ama makannya lebih aman. yuuuk 😁😁 https://t.co/uiaip0schn","gaeees mau numpang jualan. buat persiapan temen-temen normal. satu set alat makan + sedotan cuma 75k aja. ready warna item, pink, ijo, biru. biar jajan ama makannya lebih aman. yuuuk 😁😁","gaeees mau numpang jualan. buat persiapan teman-teman normal. satu set alat makan + sedotan cuma 75k aja. ready warna item, pink, ijo, biru. biar jajan sama makannya lebih aman. yuk 😁😁","gaeees numpang jualan . persiapan teman-teman . set alat makan + sedotan 75k . ready warna item , pink , ijo , biru . biar jajan makannya aman . 😁 😁",positif
"menko perekonomian airlangga hartarto: jika terjadi gelombang kedua covid-19, new normal dihentikan https://t.co/gtylfakqhb via @tribunmedan","menko perekonomian airlangga hartarto: jika terjadi gelombang kedua covid-19, dihentikan via","menko perekonomian airlangga hartarto: jika terjadi gelombang kedua covid-19, dihentikan via","menko perekonomian airlangga hartarto : gelombang covid - 19 , dihentikan via",negatif
"jika suatu daerah dimasa new normal ini hiburan malamnya udah buka. maka bisa kita pastikan bahwa perekonomi disuatu daerah tersebut masih baik-baik aja.

#ekonomiindonesiakuat
#kitabersamapresiden
#lawancovid19
#adaptasinewnormal","jika suatu daerah dimasa ini hiburan malamnya udah buka. maka bisa kita pastikan bahwa perekonomi disuatu daerah tersebut masih baik-baik aja.

#ekonomiindonesiakuat
#kitabersamapresiden
#lawancovid19
#adaptasinewnormal","jika suatu daerah dimasa ini hiburan malamnya sudah buka. maka bisa kita pastikan bahwa perekonomi disuatu daerah tersebut masih baik-baik aja.

#ekonomiindonesiakuat
#kitabersamapresiden
#lawancovid19
#adaptasinewnormal","daerah dimasa hiburan malamnya buka . pastikan perekonomi disuatu daerah baik-baik . 

 #ekonomiindonesiakuat 
 #kitabersamapresiden 
 #lawancovid19 
 #adaptasinewnormal",positif
ini prosedur naik pesawat terbang di masa new normal https://t.co/qp7q3vsjli,ini prosedur naik pesawat terbang di masa,ini prosedur naik pesawat terbang di masa,prosedur pesawat terbang,positif
"@republikaonline @fadjroel @jokowi pak @fadjroel yg terhormat, kalau berhasil tiap hari yg positif index nya turun terus, apa efek new normal ya ? kalau yg seperti ini berhasil yg vietnam itu apa ya pak ?","pak yg terhormat, kalau berhasil tiap hari yg positif index nya turun terus, apa efek ya ? kalau yg seperti ini berhasil yg vietnam itu apa ya pak ?","pak yang terhormat, kalau berhasil tiap hari yang positif index nya turun terus, apa efek ya ? kalau yang seperti ini berhasil yang vietnam itu apa ya pak ?","terhormat , berhasil positif index turun , efek ? berhasil vietnam ?",netral
"isok tangi subuh maneh, new normal iki.","isok tangi subuh maneh, iki.","isok tangi subuh maneh, iki.","isok tangi subuh maneh , iki .",netral
gubernur ganjar pranowo siapkan pedoman baru bagi masyarakat saat nanti diterapkan new normal di jawa tengah. apa itu new norma? https://t.co/n4tmzf8f2i,gubernur ganjar pranowo siapkan pedoman baru bagi masyarakat saat nanti diterapkan di jawa tengah. apa itu norma?,gubernur ganjar pranowo siapkan pedoman baru bagi masyarakat saat nanti diterapkan di jawa tengah. apa itu norma?,gubernur ganjar pranowo siapkan pedoman masyarakat diterapkan jawa . norma ?,positif
"@infomalang khofifah: malang raya belum bisa new normal, psbb dilanjutkan. setuju opo ora arema https://t.co/yt8oovx3o2","khofifah: malang raya belum bisa normal, psbb dilanjutkan. setuju opo ora arema","khofifah: malang raya belum bisa normal, psbb dilanjutkan. setuju opo ora arema","khofifah : malang raya , psbb dilanjutkan . setuju opo ora arema",netral
perlunya mengantisipasi adanya gelombang kedua saat transisi new normal life seiring berakhirnya psbb surabaya raya. https://t.co/k6ndgchdg7,perlunya mengantisipasi adanya gelombang kedua saat transisi life seiring berakhirnya psbb surabaya raya.,perlunya mengantisipasi adanya gelombang kedua saat transisi life seiring berakhirnya psbb surabaya raya.,mengantisipasi gelombang transisi life seiring psbb surabaya raya .,positif
"beberapa area perkantoran sudah kembali aktif mempekerjakan karyawannya. sebagai upaya perlindungan diri, jangan lupakan barang ini di tas ya. #newnormal 

via @detikhealth https://t.co/anvp751ni4","beberapa area perkantoran sudah kembali aktif mempekerjakan karyawannya. sebagai upaya perlindungan diri, jangan lupakan barang ini di tas ya. #newnormal via","beberapa area perkantoran sudah kembali aktif mempekerjakan karyawannya. sebagai upaya perlindungan diri, jangan lupakan barang ini di tas ya. #newnormal via","area perkantoran aktif mempekerjakan karyawannya . upaya perlindungan , lupakan barang tas . #newnormal via",positif
"catat! ini jam operasi lrt palembang saat new normal
https://t.co/kgbbatewmh",catat! ini jam operasi lrt palembang saat,catat! ini jam operasi lrt palembang saat,catat ! jam operasi lrt palembang,netral
"warga tiban diberi sosialisasi new normal 
https://t.co/shgemfbdcf

#covid19batam #covid19kepri  #sijorikepri #beritabatam #poldakepri",warga tiban diberi sosialisasi #covid19kepri #sijorikepri #beritabatam #poldakepri,warga tiban diberi sosialisasi #covid19kepri #sijorikepri #beritabatam #poldakepri,warga tiban sosialisasi #covid19kepri #sijorikepri #beritabatam #poldakepri,positif
menyediakan cairan pembersih tangan hand sanitizer di area-area terminal. https://t.co/wlddfz7uks,menyediakan cairan pembersih tangan hand sanitizer di area-area terminal.,menyediakan cairan pembersih tangan hand sanitizer di area-area terminal.,menyediakan cairan pembersih tangan hand sanitizer area - area terminal .,positif
"penumpang ojol dianjurkan membawa helm sendiri di tengah masa transisi new normal. helm ojol yang dipakai bergantian dikhawatirkan menjadi media penularan virus corona.

#newnormal #ojol 

via @detikoto https://t.co/hbyn6rlwcc","penumpang ojol dianjurkan membawa helm sendiri di tengah masa transisi normal. helm ojol yang dipakai bergantian dikhawatirkan menjadi media penularan virus corona.

#newnormal #ojol via","penumpang ojol dianjurkan membawa helm sendiri di tengah masa transisi normal. helm ojol yang dipakai bergantian dikhawatirkan menjadi media penularan virus corona.

#newnormal #ojol via","penumpang ojol dianjurkan membawa helm transisi . helm ojol dipakai bergantian dikhawatirkan media penularan virus corona . 

 #newnormal #ojol via",positif
males bgt jujur. tp kl new normal juga takut bgt soalnya makin kesini tuh makin banyak yg kaya udh ngeyel gitu ga si? jd serem sendiri gituloh😭😭😭 https://t.co/ci0vsf7wzq,males bgt jujur. tp kl juga takut bgt soalnya makin kesini tuh makin banyak yg kaya udh ngeyel gitu ga si? jd serem sendiri gituloh😭😭😭,malas banget jujur. tapi kalo juga takut banget soalnya makin kesini tuh makin banyak yang kayak sudah ngeyel begitu enggak si? jadi seram sendiri gituloh😭😭😭,malas jujur . takut kesini ngeyel si ? seram gituloh 😭 😭 😭,negatif
"sebelum memasuki new normal…ingatlah!
- -
.
ulangan 8:1-3
.
.

pengalaman bangsa israel di padang gurun selama empat puluh tahun adalah pengalaman psbb terlama. tetapi tuhan minta mereka mengingat semuanya ini… https://t.co/p5b1kutdcb","sebelum memasuki normal…ingatlah!
- -
.
ulangan 8:1-3
.
.

pengalaman bangsa israel di padang gurun selama empat puluh tahun adalah pengalaman psbb terlama. tetapi tuhan minta mereka mengingat semuanya ini…","sebelum memasuki normal…ingatlah!
- -
.
ulangan 8:1-3
.
.

pengalaman bangsa israel di padang gurun selama empat puluh tahun adalah pengalaman psbb terlama. tetapi tuhan meminta mereka mengingat semuanya ini…","memasuki … ingatlah ! 
 - - 
 . 
 ulangan 8:1 - 3 
 . 
 . 

 pengalaman bangsa israel padang gurun puluh pengalaman psbb terlama . tuhan …",netral
"“new normal life”, bagaimana syariat memandangnya? – muslimah news - https://t.co/zqpyndnhaz","“new life”, bagaimana syariat memandangnya? – muslimah news -","“new life”, bagaimana syariat memandangnya? – muslimah news -","“ life ” , syariat memandangnya ? – muslimah news -",positif
