text_asli,removed_noise,removed_alay,removed_stopwords,Label
"semua paham ada banyak rindu yang ingin menuai temu, namun tembus 1000 lebih kasus baru dalam satu hari bukanlah sesuatu yang seharusnya tercapai dari kata 'new normal' https://t.co/gfawuyad2y","semua paham ada banyak rindu yang ingin menuai temu, namun tembus 1000 lebih kasus baru dalam satu hari bukanlah sesuatu yang seharusnya tercapai dari kata 'new normal'","semua paham ada banyak rindu yang ingin menuai temu, namun tembus 1000 lebih kasus baru dalam satu hari bukanlah sesuatu yang seharusnya tercapai dari kata 'new normal'","paham rindu menuai temu , tembus 1000 tercapai ' '",negatif
"new normal itu ketika kita ketemu dengan seseorang yang pernah sulit untuk kita lepaskan di masa lalu. seseorang yang pernah menorehkan warna kelabu. 

pertemuan kali ini, tidak lagi melibatkan hati yang pilu. kita baik-baik saja.","itu ketika kita ketemu dengan seseorang yang pernah sulit untuk kita lepaskan di masa lalu. seseorang yang pernah menorehkan warna kelabu. pertemuan kali ini, tidak lagi melibatkan hati yang pilu. kita baik-baik saja.","itu ketika kita ketemu dengan seseorang yang pernah sulit untuk kita lepaskan di masa lalu. seseorang yang pernah menorehkan warna kelabu. pertemuan kali ini, tidak lagi melibatkan hati yang pilu. kita baik-baik saja.","ketemu sulit lepaskan . menorehkan warna kelabu . pertemuan kali , melibatkan hati pilu . baik-baik .",netral
@radenrauf jika berhasil dapatkan dia itu baru bisa dikatakan new normal,jika berhasil dapatkan dia itu baru bisa dikatakan,jika berhasil dapatkan dia itu baru bisa dikatakan,berhasil dapatkan,netral
"milenial jadi agen sosialisasi dan edukasi new normal | republika online mobile 
 https://t.co/w0zrbhkrpq",milenial jadi agen sosialisasi dan edukasi | republika online mobile,milenial jadi agen sosialisasi dan edukasi | republika online mobile,milenial agen sosialisasi edukasi | republika online mobile,positif
bersinergi bhabinkamtibmas berserta bhabinsa kel. pasar pagi kontrol giat penerapan standar prosedur kesehatan bagi pengunjung giant swalayan mesra indah dan menyampaikan binluh kamtibmas terkait social distancing bagi para pengunjung di masa relaksasi menuju tahap new normal. https://t.co/astsoazhfp,bersinergi bhabinkamtibmas berserta bhabinsa kel. pasar pagi kontrol giat penerapan standar prosedur kesehatan bagi pengunjung giant swalayan mesra indah dan menyampaikan binluh kamtibmas terkait social distancing bagi para pengunjung di masa relaksasi menuju tahap normal.,bersinergi bhabinkamtibmas berserta bhabinsa kel. pasar pagi kontrol giat penerapan standar prosedur kesehatan bagi pengunjung giant swalayan mesra indah dan menyampaikan binluh kamtibmas terkait social distancing bagi para pengunjung di masa relaksasi menuju tahap normal.,bersinergi bhabinkamtibmas berserta bhabinsa kel . pasar pagi kontrol giat penerapan standar prosedur kesehatan pengunjung giant swalayan mesra indah binluh kamtibmas terkait social distancing pengunjung relaksasi tahap .,positif
"millenial siap sambut new normal

https://t.co/uftx318q5o",millenial siap sambut,millenial siap sambut,millenial sambut,positif
"beberapa hari lalu temen kuliah dm nanya menurut lo new normal gimana? 
seketika gw ketawa dan mikir.. udah di fase kehidupan yg begini kah gw?? ngomongin politik ngomongin berita semacem bapak bapak pensiunan lagi ngopi sambil baca koran",beberapa hari lalu temen kuliah dm nanya menurut lo gimana? seketika gw ketawa dan mikir.. udah di fase kehidupan yg begini kah gw?? ngomongin politik ngomongin berita semacem bapak bapak pensiunan lagi ngopi sambil baca koran,beberapa hari lalu teman kuliah dm bertanya menurut lo gimana? seketika gue ketawa dan mikir.. sudah di fase kehidupan yang begini kah gw?? mengomongkan politik mengomongkan berita semacem bapak bapak pensiunan lagi ngopi sambil baca koran,teman kuliah dm lo gimana ? ketawa mikir .. fase kehidupan kah ? ? mengomongkan politik mengomongkan berita semacem pensiunan ngopi baca koran,netral
"te setuju aing mah new normal,new normal. baru di psbb di longgarin aja udh pada kek org gila.","te setuju aing mah normal,new normal. baru di psbb di longgarin aja udh pada kek org gila.","te setuju aing mah normal,new normal. baru di psbb di longgarin saja sudah pada kayak orang gila.","te setuju aing , . psbb longgarin orang gila .",negatif
"@nirmalakp yah kan ini mah ga krna new normal lngsunh positif corona
ini dampak 2 minggu lalu. tepatnya waktu lebaran kemarin pada ke tanah abang dll. kliatan nya skrg","yah kan ini mah ga krna lngsunh positif corona
ini dampak 2 minggu lalu. tepatnya waktu lebaran kemarin pada ke tanah abang dll. kliatan nya skrg","ya kan ini mah enggak karena lngsunh positif corona
ini dampak 2 minggu lalu. tepatnya waktu lebaran kemarin pada ke tanah abang dll. kelihatan nya sekarang","lngsunh positif corona 
 dampak 2 minggu . tepatnya lebaran kemarin tanah abang dll.",positif
"@nirmalakp masi mba, kalo ga new normal. bapakku dirumah kerjanya gmn? aku disini ditransfer apaan? kalo ga cepet kuliah offline, praktekku gmn yg jurusanku nuntut hrs punya skill itu, apalagi yg d3 dengan rasio lebih banyak prakteknya daripada teori. kalo ga setuju nn, ya dirumah aja anda.","masi mba, kalo ga normal. bapakku dirumah kerjanya gmn? aku disini ditransfer apaan? kalo ga cepet kuliah offline, praktekku gmn yg jurusanku nuntut hrs punya skill itu, apalagi yg d3 dengan rasio lebih banyak prakteknya daripada teori. kalo ga setuju nn, ya dirumah aja anda.","masih mba, kalo enggak normal. bapakku dirumah kerjanya gmn? aku disini ditransfer apaan? kalo enggak cepat kuliah offline, praktekku bagaimana yang jurusanku menuntut harus punya skill itu, apalagi yang d3 dengan rasio lebih banyak prakteknya daripada teori. kalo enggak setuju nn, ya dirumah saja anda.","mba , . bapakku dirumah kerjanya gmn ? ditransfer ? cepat kuliah offline , praktekku jurusanku menuntut skill , d3 rasio prakteknya teori . setuju nn , dirumah .",positif
"@nirmalakp biarin aja mba suka-suka meraka toh yang kena juga mereka, orang saya juga pernah bilang kalo new normal itu untuk yang nyari nafkah tapi tetep mematuhi protokol pencegahan covid bukan mlh liburan, tapi malah dihujat dikira kurang liburan, dibilang otak butek lah wkwkwk","biarin aja mba suka-suka meraka toh yang kena juga mereka, orang saya juga pernah bilang kalo itu untuk yang nyari nafkah tapi tetep mematuhi protokol pencegahan covid bukan mlh liburan, tapi malah dihujat dikira kurang liburan, dibilang otak butek lah wkwkwk","biarkan saja mbak suka-suka meraka toh yang kena juga mereka, orang saya juga pernah bilang kalo itu untuk yang mencari nafkah tapi tetap mematuhi protokol pencegahan covid bukan malah liburan, tapi malah dihujat dikira kurang liburan, dibilang otak butek lah wkwkwk","biarkan mbak suka-suka meraka kena , orang bilang mencari nafkah mematuhi protokol pencegahan covid liburan , dihujat liburan , dibilang otak butek wkwkwk",positif
"webinar greatedu kerjasama jurusan pendidikan matematika untirta ""new normal: bagaimana desain pembelajaran yang efektif?"" rabu, 10 juni 2020 pukul 13.00-15.00 wib https://t.co/xtmy0rpjui","webinar greatedu kerjasama jurusan pendidikan matematika untirta ""new normal: bagaimana desain pembelajaran yang efektif?"" rabu, 10 juni 2020 pukul 13.00-15.00 wib","webinar greatedu kerjasama jurusan pendidikan matematika untirta ""new normal: bagaimana desain pembelajaran yang efektif?"" rabu, 10 juni 2020 pukul 13.00-15.00 wib","webinar greatedu kerjasama jurusan pendidikan matematika untirta "" : desain pembelajaran efektif ? "" rabu , 10 juni 2020 13.00 - 15.00 wib",positif
new normal bde apel lapangan😭 https://t.co/nyfu9ry2en,bde apel lapangan😭,bde apel lapangan😭,bde apel lapangan 😭,netral
"@ernestaaa_ bisa yaa orang2 pada keluar..

kita mikir kkn,mikir sp mikir lulus mikir pkl aee riweh looi

jancok ancen seng keluar2 tuhh.. tapi gapapa emang kan udah new normal kata pemerintah.....","bisa yaa orang2 pada keluar..

kita mikir kkn,mikir sp mikir lulus mikir pkl aee riweh looi

jancok ancen seng keluar2 tuhh.. tapi gapapa emang kan udah kata pemerintah.....","bisa ya orang-orang pada keluar..

kita mikir kkn,mikir sapa mikir lulus mikir pkl saja riweh looi

jancok ancen seng keluar2 tuhh.. tapi gapapa memang kan sudah kata pemerintah.....","orang-orang .. 

 mikir kkn , mikir sapa mikir lulus mikir pkl riweh looi 

 jancok ancen seng keluar2 tuhh .. gapapa pemerintah .....",negatif
@mubarokadam1 pemerintah g ada duit buat kasih bantuan akomodasi. jadi biar ekonomi berjalan trus ya di new normal saja. 🤣,pemerintah g ada duit buat kasih bantuan akomodasi. jadi biar ekonomi berjalan trus ya di saja. 🤣,pemerintah enggak ada duit buat kasih bantuan akomodasi. jadi biar ekonomi berjalan terus ya di saja. 🤣,pemerintah duit kasih bantuan akomodasi . biar ekonomi berjalan . 🤣,netral
"malang – bupati malang, drs. h. m. sanusi, m.m membuka pelaksanaan sosialisasi santri yang akan kembali ke kabupaten malang di masa new normal life. kegiatan yang diikuti para pengasuh pondok pesantren se kabupaten… https://t.co/wfuyaoqsaq","malang – bupati malang, drs. h. m. sanusi, m.m membuka pelaksanaan sosialisasi santri yang akan kembali ke kabupaten malang di masa life. kegiatan yang diikuti para pengasuh pondok pesantren se kabupaten…","malang – bupati malang, drs. h. m. sanusi, m.m membuka pelaksanaan sosialisasi santri yang akan kembali ke kabupaten malang di masa life. kegiatan yang diikuti para pengasuh pondok pesantren se kabupaten…","malang – bupati malang , drs . h. m. sanusi , m.m membuka pelaksanaan sosialisasi santri kabupaten malang life . kegiatan diikuti pengasuh pondok pesantren kabupaten …",positif
"new normal yang sesuai protokol tetap setuju. ngotot new normal bukan artinya jadi relawan yang siap kena covid gitu aja. kebijakan pemerintah yang tarik ulur jelas brdampak pada roda ekonomi mreka brbulan-bulan. slama sadar aturan jaga diri, ini ttap sah dilakukan mnrut gue https://t.co/vcrjnewwto","yang sesuai protokol tetap setuju. ngotot bukan artinya jadi relawan yang siap kena covid gitu aja. kebijakan pemerintah yang tarik ulur jelas brdampak pada roda ekonomi mreka brbulan-bulan. slama sadar aturan jaga diri, ini ttap sah dilakukan mnrut gue","yang sesuai protokol tetap setuju. ngotot bukan artinya jadi relawan yang siap kena covid begitu aja. kebijakan pemerintah yang tarik ulur jelas brdampak pada roda ekonomi mereka brbulan-bulan. selama sadar aturan jaga diri, ini tetap sah dilakukan mnrut gue","sesuai protokol setuju . ngotot relawan kena covid . kebijakan pemerintah tarik ulur brdampak roda ekonomi brbulan - . sadar aturan jaga , sah mnrut",positif
"@ilctv1 rakyat siap new normal, pemerintah siap2 foto2 ajah","rakyat siap normal, pemerintah siap2 foto2 ajah","rakyat siap normal, pemerintah siap2 foto-foto saja","rakyat , pemerintah siap2 foto-foto",negatif
"pencanangan kampung siaga covid 19 polda jawa tengah di wilayah desa pekalongan kecamatan winong oleh kapolres pati akbp arie prasetya syafa'at s.i.k 
#tatakehidupanbaru (new normal)
#polricegahcorona #polrespaticegahcorona
#poldajateng https://t.co/zkru3kzbkm","pencanangan kampung siaga covid 19 polda jawa tengah di wilayah desa pekalongan kecamatan winong oleh kapolres pati akbp arie prasetya syafa'at s.i.k #tatakehidupanbaru (new normal)
#polricegahcorona #polrespaticegahcorona
#poldajateng","pencanangan kampung siaga covid 19 polda jawa tengah di wilayah desa pekalongan kecamatan winong oleh kapolres pati akbp arie prasetya syafa'at s.i.k #tatakehidupanbaru (new normal)
#polricegahcorona #polrespaticegahcorona
#poldajateng","pencanangan kampung siaga covid 19 polda jawa wilayah desa pekalongan kecamatan winong kapolres pati akbp arie prasetya syafa'at s.i.k #tatakehidupanbaru ( ) 
 #polricegahcorona #polrespaticegahcorona 
 #poldajateng",positif
@hoofdbureauid @dedenchris iki lo new normal,iki lo,iki lo,iki lo,netral
ini akibat kebijakan pemerintah yg mencla mencle tanpa sosialisasi arti new normal masyarakat yg sdh jenuh stay home jd mengartikan nya memang keadaan sdh normal.... https://t.co/vrolf9xbpq,ini akibat kebijakan pemerintah yg mencla mencle tanpa sosialisasi arti masyarakat yg sdh jenuh stay home jd mengartikan nya memang keadaan sdh normal....,ini akibat kebijakan pemerintah yang mencla mencle tanpa sosialisasi arti masyarakat yang sudah jenuh stay home jadi mengartikan nya memang keadaan sudah normal....,akibat kebijakan pemerintah mencla mencle sosialisasi arti masyarakat jenuh stay home mengartikan ....,negatif
selamat new normal!,selamat normal!,selamat normal!,selamat !,positif
"@blogdokter @tirta_hudhi psbb baru mulai longar, kenaikan angka sudah tembus seribu per hari. angka kasus yang landai belum terlihat. mau new normal?","psbb baru mulai longar, kenaikan angka sudah tembus seribu per hari. angka kasus yang landai belum terlihat. mau normal?","psbb baru mulai longar, kenaikan angka sudah tembus seribu per hari. angka kasus yang landai belum terlihat. mau normal?","psbb longar , kenaikan angka tembus seribu . angka landai . ?",negatif
"bupati masih menimbang, layanan dispendukcapil sumenep sudah new normal https://t.co/1scv6k2ckn","bupati masih menimbang, layanan dispendukcapil sumenep sudah new normal","bupati masih menimbang, layanan dispendukcapil sumenep sudah new normal","bupati menimbang , layanan dispendukcapil sumenep   ",positif
"giliran negara lain new normal diikutin, kemarin negara lain massive testing, lockdown, dll ga diikutin. si pinter emang nih pemerintah ethiopia","giliran negara lain diikutin, kemarin negara lain massive testing, lockdown, dll ga diikutin. si pinter emang nih pemerintah ethiopia","giliran negara lain diikutin, kemarin negara lain massive testing, lockdown, dll enggak diikutin. sih pintar memang nih pemerintah ethiopia","giliran negara diikutin , kemarin negara massive testing , lockdown , dll diikutin . pintar pemerintah ethiopia",negatif
"ternyata perubahan cepat sekali. belum lama topiknya tentang pandemi, sekarang era new normal terjadi perubahan lagi. apa aja ya g berubah dan perlu dibenahi? yuk gabung sama acara ini. monggo inbox untuk dapet… https://t.co/psyftgaevj","ternyata perubahan cepat sekali. belum lama topiknya tentang pandemi, sekarang era terjadi perubahan lagi. apa aja ya g berubah dan perlu dibenahi? yuk gabung sama acara ini. monggo inbox untuk dapet…","ternyata perubahan cepat sekali. belum lama topiknya tentang pandemi, sekarang era terjadi perubahan lagi. apa saja ya enggak berubah dan perlu dibenahi? yuk gabung sama acara ini. monggo inbox untuk dapet…","perubahan cepat . topiknya pandemi , era perubahan . berubah dibenahi ? gabung acara . monggo inbox dapet …",netral
"hukuman dalam bentuk ikut menguburkan jenazah pasien covid-19 bagi yang melanggar peraturan new normal kabupaten malang sempat viral. maklum, hukuman ini terbilang sangat menakutkan, bahkan bisa dikatakan sebagai… https://t.co/s2pkxd6ds5","hukuman dalam bentuk ikut menguburkan jenazah pasien covid-19 bagi yang melanggar peraturan kabupaten malang sempat viral. maklum, hukuman ini terbilang sangat menakutkan, bahkan bisa dikatakan sebagai…","hukuman dalam bentuk ikut menguburkan jenazah pasien covid-19 bagi yang melanggar peraturan kabupaten malang sempat viral. maklum, hukuman ini terbilang sangat menakutkan, bahkan bisa dikatakan sebagai…","hukuman bentuk menguburkan jenazah pasien covid - 19 melanggar peraturan kabupaten malang viral . maklum , hukuman terbilang menakutkan , …",negatif
pemkot pangkalpinang lakukan penertiban dan sosialisasi penerapan protokoler covid-19 menuju new normal dikawasan pasar pagi https://t.co/vptrrcm43h lewat @porosindonesia.co.id,pemkot pangkalpinang lakukan penertiban dan sosialisasi penerapan protokoler covid-19 menuju dikawasan pasar pagi lewat,pemkot pangkalpinang lakukan penertiban dan sosialisasi penerapan protokoler covid-19 menuju dikawasan pasar pagi lewat,pemkot pangkalpinang lakukan penertiban sosialisasi penerapan protokoler covid - 19 dikawasan pasar pagi,positif
"new normal udah mulai diterapkan. tapi inget, ini bukan normal yg sudah biasa kita lakukan. ini normal yg baru, membiasakan apa yg sudah kita lakukan 3 bulan ini : distancing, stay at home, melakukan protokol kesehatan dll. https://t.co/vt0j1pfdk9","udah mulai diterapkan. tapi inget, ini bukan yg sudah biasa kita lakukan. ini yg baru, membiasakan apa yg sudah kita lakukan 3 bulan ini : distancing, stay at home, melakukan protokol kesehatan dll.","sudah mulai diterapkan. tapi inget, ini bukan yang sudah biasa kita lakukan. ini yang baru, membiasakan apa yang sudah kita lakukan 3 bulan ini : distancing, stay at home, melakukan protokol kesehatan dll.","diterapkan . inget , lakukan . , membiasakan lakukan 3 : distancing , stay at home , protokol kesehatan dll.",positif
udah pada new normal ya? udh pada bisa ngedate ya? 🙂,udah pada ya? udh pada bisa ngedate ya? 🙂,sudah pada ya? sudah pada bisa ngedate ya? 🙂,? ngedate ? 🙂,netral
@donopradana apa itu new normal? aku taunya new palapa.,apa itu normal? aku taunya palapa.,apa itu normal? aku taunya palapa.,? taunya palapa .,netral
"@kurokona ndek mana2 ngr2 lain mau nerapin new normal, beneran nunggu sampe mereka gak ada penambahan positif baru at least dlm sminggu

indo genjottttttt new normal, pdhl penambahane sehari iso mencapai 1rb.
kaya yamaha, semakin terdepan.","ndek mana2 ngr2 lain mau nerapin normal, beneran nunggu sampe mereka gak ada penambahan positif baru at least dlm sminggu

indo genjottttttt normal, pdhl penambahane sehari iso mencapai 1rb.
kaya yamaha, semakin terdepan.","ndek mana2 ngr2 lain mau nerapin normal, benaran menunggu sampai mereka enggak ada penambahan positif baru at least dalam sminggu

indo genjottttttt normal, padahal penambahane sehari iso mencapai 1rb.
kaya yamaha, semakin terdepan.","ndek mana2 ngr2 nerapin , benaran menunggu penambahan positif at least sminggu 

 indo genjottttttt , penambahane sehari iso mencapai 1 rb . 
 kaya yamaha , terdepan .",negatif
"udah bosen dirumah, liat tv berita tntng covid mulu, di sosial media soal covid, ini otak lama2 jd bengku kea es atau bahkan mati rasa! beritain covid buat apa si kalo yg diberitain penambahan kasus mulu, segala gala new normal, ga new normal ae nambah mulu-_-","udah bosen dirumah, liat tv berita tntng covid mulu, di sosial media soal covid, ini otak lama2 jd bengku kea es atau bahkan mati rasa! beritain covid buat apa si kalo yg diberitain penambahan kasus mulu, segala gala normal, ga ae nambah mulu-_-","sudah bosan dirumah, lihat tv berita tntng covid mulu, di sosial media soal covid, ini otak lama-lama jadi bengku kea es atau bahkan mati rasa! beritain covid buat apa sih kalo yang diberitain penambahan kasus mulu, segala gala normal, enggak saja menambah mulu-_-","bosan dirumah , lihat tv berita tntng covid mulu , sosial media covid , otak lama-lama bengku kea es mati ! beritain covid diberitain penambahan mulu , gala , menambah mulu - _ -",negatif
@vickyyydwi @_tersandung baru pra new normal,baru pra,baru pra,pra,negatif
